,index,Asset amount,Asset date acquired,Asset type,Respondent ID,Asset data ID,Asset possesion type,debit acc,debit amt,credit acc,credit amt
560,560,5000.0,,Machinery,4471.0,AS00001254,Own,equipment,5000.0,equity,5000.0
561,561,40.0,1993-04-20,"Building (factory, office, reception…)",4472.0,AS00001422,Rent,,,,
562,562,80000.0,1993-05-08,Machinery,4472.0,AS00001420,Own,equipment,80000.0,equity,80000.0
563,563,3000.0,1995-04-29,Machinery,4472.0,AS00001421,Own,equipment,3000.0,equity,3000.0
564,564,3000.0,1995-04-29,Machinery,4472.0,AS00001421,Own,equipment,3000.0,equity,3000.0
565,565,3000.0,1995-04-29,Machinery,4472.0,AS00001421,Own,equipment,3000.0,equity,3000.0
566,566,3000.0,1995-04-29,Machinery,4472.0,AS00001421,Own,equipment,3000.0,equity,3000.0
567,567,3000.0,1995-04-29,Machinery,4472.0,AS00001421,Own,equipment,3000.0,equity,3000.0
568,568,3000.0,1995-04-29,Machinery,4472.0,AS00001421,Own,equipment,3000.0,equity,3000.0
569,569,2200.0,2021-12-08,Machinery,4472.0,AS00007816,Own,equipment,2200.0,equity,2200.0
570,570,24000.0,2019-04-13,Machinery,4473.0,AS00001116,Own,equipment,24000.0,equity,24000.0
571,571,14000.0,2019-04-13,Machinery,4473.0,AS00001117,Own,equipment,14000.0,equity,14000.0
572,572,10000.0,2019-04-13,Machinery,4473.0,AS00001118,Own,equipment,10000.0,equity,10000.0
573,573,350.0,2019-01-01,"Building (factory, office, reception…)",4473.0,AS00001119,Rent,,,,
574,574,350.0,2019-01-01,"Building (factory, office, reception…)",4473.0,AS00001119,Rent,,,,
575,575,350.0,,"Building (factory, office, reception…)",4473.0,AS00001119,Rent,,,,
576,576,2500.0,2019-04-13,Machinery,4473.0,AS00001115,Own,equipment,2500.0,equity,2500.0
577,577,2500.0,2019-04-13,Machinery,4473.0,AS00001115,Own,equipment,2500.0,equity,2500.0
578,578,2500.0,2019-04-13,Machinery,4473.0,AS00001115,Own,equipment,2500.0,equity,2500.0
579,579,2500.0,2019-04-13,Machinery,4473.0,AS00001115,Own,equipment,2500.0,equity,2500.0
580,580,2500.0,2019-04-13,Machinery,4473.0,AS00001115,Own,equipment,2500.0,equity,2500.0
581,581,200000.0,2013-04-13,Machinery,4474.0,AS00000971,Own,equipment,200000.0,equity,200000.0
582,582,35000.0,2015-02-04,Machinery,4474.0,AS00000972,Own,equipment,35000.0,equity,35000.0
583,583,100000.0,2017-04-13,Machinery,4474.0,AS00000973,Own,equipment,100000.0,equity,100000.0
584,584,100000.0,2016-04-03,Machinery,4474.0,AS00000974,Own,equipment,100000.0,equity,100000.0
585,585,16000.0,2019-02-06,Machinery,4474.0,AS00000975,Own,equipment,16000.0,equity,16000.0
586,586,800.0,2013-04-13,"Building (factory, office, reception…)",4474.0,AS00001419,Rent,,,,
587,587,800.0,2013-04-13,"Building (factory, office, reception…)",4474.0,AS00001419,Rent,,,,
588,588,800.0,,"Building (factory, office, reception…)",4474.0,AS00001419,Rent,,,,
589,589,3500.0,2018-05-17,Machinery,4475.0,AS00001699,Own,equipment,3500.0,equity,3500.0
590,590,3500.0,,Machinery,4475.0,AS00001699,Own,equipment,3500.0,equity,3500.0
591,591,20000.0,2017-05-03,Machinery,4475.0,AS00001700,Own,equipment,20000.0,equity,20000.0
592,592,20000.0,,Machinery,4475.0,AS00001700,Own,equipment,20000.0,equity,20000.0
593,593,15000.0,2017-05-03,Machinery,4475.0,AS00001698,Own,equipment,15000.0,equity,15000.0
594,594,15000.0,,Machinery,4475.0,AS00001698,Own,equipment,15000.0,equity,15000.0
595,595,45000.0,2018-09-07,Machinery,4475.0,AS00001697,Own,equipment,45000.0,equity,45000.0
596,596,45000.0,,Machinery,4475.0,AS00001697,Own,equipment,45000.0,equity,45000.0
597,597,650.0,2017-05-03,"Building (factory, office, reception…)",4475.0,AS00001701,Own,building,650.0,equity,650.0
598,598,650.0,2017-05-03,Machinery,4475.0,AS00001701,Own,equipment,650.0,equity,650.0
599,599,650.0,,Machinery,4475.0,AS00001701,Own,equipment,650.0,equity,650.0
600,600,100000.0,2020-06-10,"Inventory (stock, raw material)",4475.0,AS00003398,Own,,,,
601,601,1400000.0,2019-04-13,"Vehicles (cars, motorbikes, bicycles, truck, bus, tractor…)",4477.0,AS00000983,Own,equipment,1400000.0,equity,1400000.0
602,602,1200000.0,2018-07-09,"Vehicles (cars, motorbikes, bicycles, truck, bus, tractor…)",4477.0,AS00000970,Own,equipment,1200000.0,equity,1200000.0
603,603,10000000.0,2016-04-13,Machinery,4477.0,AS00000969,Own,equipment,10000000.0,equity,10000000.0
604,604,15000.0,2016-05-26,"Furniture (office : desks, chairs, tables, cupboards..…)",4477.0,AS00000986,Own,equipment,15000.0,equity,15000.0
605,605,15000.0,,"Furniture (office : desks, chairs, tables, cupboards..…)",4477.0,AS00000986,Own,equipment,15000.0,equity,15000.0
606,606,3000.0,2016-05-25,"Computers (laptop, desktop, display, keyboard, mouse)",4477.0,AS00000987,Own,equipment,3000.0,equity,3000.0
607,607,3000.0,,"Computers (laptop, desktop, display, keyboard, mouse)",4477.0,AS00000987,Own,equipment,3000.0,equity,3000.0
608,608,600.0,2015-04-06,"Building (factory, office, reception…)",4477.0,AS00003395,Rent,,,,
609,609,600.0,2015-04-06,Other (specify),4477.0,AS00003395,Rent,,,,
610,610,60000.0,2000-04-15,Machinery,4478.0,AS00001231,Own,equipment,60000.0,equity,60000.0
611,611,1500000.0,2000-04-15,"Building (factory, office, reception…)",4478.0,AS00001673,Own,building,1500000.0,equity,1500000.0
612,612,4000.0,2008-03-10,Other (specify),4478.0,AS00001232,Own,equipment,4000.0,equity,4000.0
613,613,4000.0,2008-03-10,Other (specify),4478.0,AS00001232,Own,equipment,4000.0,equity,4000.0
614,614,4000.0,2008-03-10,Machinery,4478.0,AS00001232,Own,equipment,4000.0,equity,4000.0
615,615,4000.0,2008-03-10,Machinery,4478.0,AS00001232,Own,equipment,4000.0,equity,4000.0
616,616,4000.0,2008-03-10,Machinery,4478.0,AS00001232,Own,equipment,4000.0,equity,4000.0
617,617,4000.0,2008-03-10,Machinery,4478.0,AS00001232,Own,equipment,4000.0,equity,4000.0
618,618,4000.0,2008-03-10,Machinery,4478.0,AS00001232,Own,equipment,4000.0,equity,4000.0
619,619,4000.0,2008-03-10,Machinery,4478.0,AS00001232,Own,equipment,4000.0,equity,4000.0
620,620,4000.0,2008-03-10,Machinery,4478.0,AS00001232,Own,equipment,4000.0,equity,4000.0
621,621,40000.0,2013-04-21,Machinery,4480.0,AS00000980,Own,equipment,40000.0,equity,40000.0
622,622,40000.0,2013-04-21,Machinery,4480.0,AS00000980,Own,equipment,40000.0,equity,40000.0
623,623,40000.0,2013-04-21,Machinery,4480.0,AS00000980,Own,equipment,40000.0,equity,40000.0
624,624,40000.0,2013-04-21,Machinery,4480.0,AS00000980,Own,equipment,40000.0,equity,40000.0
625,625,40000.0,2013-04-21,Machinery,4480.0,AS00000980,Own,equipment,40000.0,equity,40000.0
626,626,40000.0,2005-08-13,Machinery,4480.0,AS00000980,Own,equipment,40000.0,equity,40000.0
627,627,2000.0,2011-12-26,"Building (factory, office, reception…)",4480.0,AS00000976,Rent,,,,
628,628,2000.0,2011-12-26,"Building (factory, office, reception…)",4480.0,AS00000976,Rent,,,,
629,629,2000.0,2011-12-26,"Building (factory, office, reception…)",4480.0,AS00000976,Rent,,,,
630,630,2000.0,2011-12-26,"Building (factory, office, reception…)",4480.0,AS00000976,Rent,,,,
631,631,2000.0,2011-12-26,"Building (factory, office, reception…)",4480.0,AS00000976,Rent,,,,
632,632,2000.0,2004-04-16,"Building (factory, office, reception…)",4480.0,AS00000976,Rent,,,,
633,633,20000.0,2021-03-19,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4480.0,AS00000978,Own,equipment,20000.0,equity,20000.0
634,634,20000.0,2021-03-19,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4480.0,AS00000978,Own,equipment,20000.0,equity,20000.0
635,635,20000.0,2021-03-19,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4480.0,AS00000978,Own,equipment,20000.0,equity,20000.0
636,636,20000.0,2021-03-19,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4480.0,AS00000978,Own,equipment,20000.0,equity,20000.0
637,637,20000.0,2021-03-19,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4480.0,AS00000978,Own,equipment,20000.0,equity,20000.0
638,638,20000.0,2013-07-10,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4480.0,AS00000978,Own,equipment,20000.0,equity,20000.0
639,639,20000.0,2021-03-19,"Computers (laptop, desktop, display, keyboard, mouse)",4480.0,AS00000977,Own,equipment,20000.0,equity,20000.0
640,640,20000.0,2021-03-19,"Computers (laptop, desktop, display, keyboard, mouse)",4480.0,AS00000977,Own,equipment,20000.0,equity,20000.0
641,641,20000.0,2021-03-19,"Computers (laptop, desktop, display, keyboard, mouse)",4480.0,AS00000977,Own,equipment,20000.0,equity,20000.0
642,642,20000.0,2021-03-19,"Computers (laptop, desktop, display, keyboard, mouse)",4480.0,AS00000977,Own,equipment,20000.0,equity,20000.0
643,643,20000.0,2021-03-19,"Computers (laptop, desktop, display, keyboard, mouse)",4480.0,AS00000977,Own,equipment,20000.0,equity,20000.0
644,644,20000.0,2013-07-10,"Computers (laptop, desktop, display, keyboard, mouse)",4480.0,AS00000977,Own,equipment,20000.0,equity,20000.0
645,645,200000.0,2012-12-24,Machinery,4480.0,AS00000981,Own,equipment,200000.0,equity,200000.0
646,646,200000.0,2012-12-24,Machinery,4480.0,AS00000981,Own,equipment,200000.0,equity,200000.0
647,647,200000.0,2012-12-24,Machinery,4480.0,AS00000981,Own,equipment,200000.0,equity,200000.0
648,648,200000.0,2012-12-24,Machinery,4480.0,AS00000981,Own,equipment,200000.0,equity,200000.0
649,649,200000.0,2012-12-24,Machinery,4480.0,AS00000981,Own,equipment,200000.0,equity,200000.0
650,650,200000.0,2005-04-15,Machinery,4480.0,AS00000981,Own,equipment,200000.0,equity,200000.0
651,651,4000.0,2018-02-17,Machinery,4480.0,AS00000979,Own,equipment,4000.0,equity,4000.0
652,652,4000.0,2018-02-17,Machinery,4480.0,AS00000979,Own,equipment,4000.0,equity,4000.0
653,653,4000.0,2018-02-17,Machinery,4480.0,AS00000979,Own,equipment,4000.0,equity,4000.0
654,654,4000.0,2018-02-17,Machinery,4480.0,AS00000979,Own,equipment,4000.0,equity,4000.0
655,655,4000.0,2010-06-10,Machinery,4480.0,AS00000979,Own,equipment,4000.0,equity,4000.0
656,656,440.0,2021-12-10,"Telephones (smart phones, simple mobile...)",4480.0,AS00007466,Own,equipment,440.0,equity,440.0
657,657,7500.0,2021-12-20,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4480.0,AS00007815,Own,equipment,7500.0,equity,7500.0
658,658,5000.0,2017-01-11,"Building (factory, office, reception…)",4481.0,AS00001412,Rent,,,,
659,659,5000.0,2017-01-11,"Furniture (office : desks, chairs, tables, cupboards..…)",4481.0,AS00001418,Own,equipment,5000.0,equity,5000.0
660,660,5000.0,,"Furniture (office : desks, chairs, tables, cupboards..…)",4481.0,AS00001418,Own,equipment,5000.0,equity,5000.0
661,661,55000.0,2021-03-09,"Inventory (stock, raw material)",4481.0,AS00001413,Own,,,,
662,662,55000.0,,"Inventory (stock, raw material)",4481.0,AS00001413,Own,,,,
663,663,1600.0,2017-01-11,"Furniture (office : desks, chairs, tables, cupboards..…)",4481.0,AS00001414,Own,equipment,1600.0,equity,1600.0
664,664,1600.0,,"Furniture (office : desks, chairs, tables, cupboards..…)",4481.0,AS00001414,Own,equipment,1600.0,equity,1600.0
665,665,5000.0,2018-07-09,Machinery,4481.0,AS00003397,Own,equipment,5000.0,equity,5000.0
666,666,1000000.0,2018-04-15,Machinery,4482.0,AS00001163,Own,equipment,1000000.0,equity,1000000.0
667,667,1000000.0,2018-04-15,Machinery,4482.0,AS00001164,Own,equipment,1000000.0,equity,1000000.0
668,668,1000000.0,2018-04-15,Machinery,4482.0,AS00001165,Own,equipment,1000000.0,equity,1000000.0
669,669,800000.0,2019-04-15,"Vehicles (cars, motorbikes, bicycles, truck, bus, tractor…)",4482.0,AS00001166,Own,equipment,800000.0,equity,800000.0
670,670,100000.0,2021-02-01,Machinery,4483.0,AS00000952,Own,equipment,100000.0,equity,100000.0
671,671,70000.0,2018-04-01,Machinery,4483.0,AS00000953,Own,equipment,70000.0,equity,70000.0
672,672,70000.0,2018-04-01,Machinery,4483.0,AS00000953,Own,equipment,70000.0,equity,70000.0
673,673,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
674,674,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
675,675,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
676,676,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
677,677,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
678,678,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
679,679,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
680,680,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
681,681,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
682,682,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
683,683,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
684,684,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
685,685,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
686,686,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
687,687,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
688,688,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
689,689,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
690,690,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
691,691,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
692,692,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
693,693,75000.0,2018-04-01,Machinery,4483.0,AS00000951,Borrow,,,,
694,694,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
695,695,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
696,696,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
697,697,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
698,698,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
699,699,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
700,700,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
701,701,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
702,702,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
703,703,500.0,2018-04-01,"Building (factory, office, reception…)",4483.0,AS00000965,Borrow,,,,
704,704,500.0,2018-04-01,Land,4483.0,AS00000965,Borrow,,,,
705,705,500.0,2018-04-01,Land,4483.0,AS00000965,Borrow,,,,
706,706,500.0,2018-04-01,Land,4483.0,AS00000965,Borrow,,,,
707,707,500.0,2018-04-01,Land,4483.0,AS00000965,Borrow,,,,
708,708,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
709,709,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
710,710,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
711,711,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
712,712,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
713,713,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
714,714,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
715,715,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
716,716,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
717,717,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
718,718,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
719,719,12000.0,2018-04-01,Machinery,4483.0,AS00000950,Borrow,,,,
720,720,1000.0,2018-11-01,Other (specify),4483.0,AS00008268,Own,equipment,1000.0,equity,1000.0
721,721,1000.0,2022-03-16,Other (specify),4483.0,AS00008268,Own,equipment,1000.0,equity,1000.0
722,722,1000.0,2022-03-16,Other (specify),4483.0,AS00008268,Own,equipment,1000.0,equity,1000.0
723,723,1000.0,2022-03-16,Other (specify),4483.0,AS00008268,Own,equipment,1000.0,equity,1000.0
724,724,1000.0,2019-02-01,Other (specify),4483.0,AS00008267,Own,equipment,1000.0,equity,1000.0
725,725,1000.0,2019-02-01,Other (specify),4483.0,AS00008267,Own,equipment,1000.0,equity,1000.0
726,726,1000.0,2022-03-16,Other (specify),4483.0,AS00008267,Own,equipment,1000.0,equity,1000.0
727,727,90000.0,2017-07-14,Machinery,4484.0,AS00001432,Own,equipment,90000.0,equity,90000.0
728,728,340000.0,2017-07-14,Machinery,4484.0,AS00001431,Own,equipment,340000.0,equity,340000.0
729,729,240000.0,2018-01-16,Machinery,4484.0,AS00001433,Own,equipment,240000.0,equity,240000.0
730,730,500000.0,2018-05-09,Machinery,4484.0,AS00001434,Own,equipment,500000.0,equity,500000.0
731,731,170000.0,2018-06-05,Machinery,4484.0,AS00001435,Own,equipment,170000.0,equity,170000.0
732,732,35000.0,2019-02-13,Machinery,4484.0,AS00001436,Own,equipment,35000.0,equity,35000.0
733,733,15000.0,2017-06-20,"Building (factory, office, reception…)",4484.0,AS00001430,Rent,,,,
734,734,13000.0,2017-04-15,Machinery,4485.0,AS00001177,Own,equipment,13000.0,equity,13000.0
735,735,70000.0,2018-04-15,Machinery,4485.0,AS00001173,Own,equipment,70000.0,equity,70000.0
736,736,6000.0,2017-04-15,Machinery,4485.0,AS00001174,Own,equipment,6000.0,equity,6000.0
737,737,20000.0,2017-04-15,Machinery,4485.0,AS00001175,Own,equipment,20000.0,equity,20000.0
738,738,30000.0,2017-04-15,Machinery,4485.0,AS00001182,Own,equipment,30000.0,equity,30000.0
739,739,1080.0,2017-04-15,"Building (factory, office, reception…)",4485.0,AS00001189,Rent,,,,
740,740,1080.0,2007-04-15,"Building (factory, office, reception…)",4485.0,AS00001189,Rent,,,,
741,741,10500.0,2017-04-15,Machinery,4485.0,AS00001181,Own,equipment,10500.0,equity,10500.0
742,742,10500.0,2007-04-15,Machinery,4485.0,AS00001181,Own,equipment,10500.0,equity,10500.0
743,743,20000.0,2017-04-15,Machinery,4485.0,AS00001185,Own,equipment,20000.0,equity,20000.0
744,744,20000.0,2007-04-15,Machinery,4485.0,AS00001185,Own,equipment,20000.0,equity,20000.0
745,745,20000.0,2018-04-15,Machinery,4485.0,AS00001176,Own,equipment,20000.0,equity,20000.0
746,746,28000.0,2017-04-15,Machinery,4485.0,AS00001186,Own,equipment,28000.0,equity,28000.0
747,747,28000.0,2017-04-15,"Electrical appliances (fan, vacuum cleaner...)",4485.0,AS00001186,Own,equipment,28000.0,equity,28000.0
748,748,12000.0,2018-04-15,Machinery,4485.0,AS00001179,Own,equipment,12000.0,equity,12000.0
749,749,12000.0,2016-04-15,Machinery,4485.0,AS00001179,Own,equipment,12000.0,equity,12000.0
750,750,40000.0,2017-04-15,Machinery,4485.0,AS00001170,Own,equipment,40000.0,equity,40000.0
751,751,40000.0,2015-04-15,Machinery,4485.0,AS00001170,Own,equipment,40000.0,equity,40000.0
752,752,16000.0,2017-04-15,Machinery,4485.0,AS00001171,Own,equipment,16000.0,equity,16000.0
753,753,16000.0,2007-04-15,Machinery,4485.0,AS00001171,Own,equipment,16000.0,equity,16000.0
754,754,35000.0,2017-04-02,Machinery,4485.0,AS00001172,Own,equipment,35000.0,equity,35000.0
755,755,35000.0,2007-04-02,Machinery,4485.0,AS00001172,Own,equipment,35000.0,equity,35000.0
756,756,8000.0,2017-04-15,Machinery,4485.0,AS00001178,Own,equipment,8000.0,equity,8000.0
757,757,8000.0,2007-04-15,Machinery,4485.0,AS00001178,Own,equipment,8000.0,equity,8000.0
758,758,18000.0,2019-03-01,Machinery,4485.0,AS00001180,Own,equipment,18000.0,equity,18000.0
759,759,18000.0,2013-03-01,Machinery,4485.0,AS00001180,Own,equipment,18000.0,equity,18000.0
760,760,3000.0,2017-04-15,Machinery,4485.0,AS00001183,Own,equipment,3000.0,equity,3000.0
761,761,3000.0,2007-04-15,Machinery,4485.0,AS00001183,Own,equipment,3000.0,equity,3000.0
762,762,3000.0,2007-04-15,Machinery,4485.0,AS00001183,Own,equipment,3000.0,equity,3000.0
763,763,1500.0,2017-04-15,Machinery,4485.0,AS00001184,Own,equipment,1500.0,equity,1500.0
764,764,1500.0,2007-04-15,Machinery,4485.0,AS00001184,Own,equipment,1500.0,equity,1500.0
765,765,1500.0,2007-04-15,Machinery,4485.0,AS00001184,Own,equipment,1500.0,equity,1500.0
766,766,4000.0,2017-04-15,"Furniture (office : desks, chairs, tables, cupboards..…)",4485.0,AS00001187,Own,equipment,4000.0,equity,4000.0
767,767,4000.0,2007-04-15,"Furniture (office : desks, chairs, tables, cupboards..…)",4485.0,AS00001187,Own,equipment,4000.0,equity,4000.0
768,768,10000.0,2017-04-15,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4485.0,AS00001188,Own,equipment,10000.0,equity,10000.0
769,769,10000.0,2007-04-15,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4485.0,AS00001188,Own,equipment,10000.0,equity,10000.0
770,770,4000.0,2021-03-14,"Electrical appliances (fan, vacuum cleaner...)",4487.0,AS00001138,Own,equipment,4000.0,equity,4000.0
771,771,150000.0,2016-12-15,Machinery,4487.0,AS00001134,Own,equipment,150000.0,equity,150000.0
772,772,6000.0,2016-12-23,"Furniture (office : desks, chairs, tables, cupboards..…)",4487.0,AS00001137,Own,equipment,6000.0,equity,6000.0
773,773,3600.0,2016-12-24,"Furniture (office : desks, chairs, tables, cupboards..…)",4487.0,AS00001136,Own,equipment,3600.0,equity,3600.0
774,774,25000.0,2016-12-23,Machinery,4487.0,AS00001135,Own,equipment,25000.0,equity,25000.0
775,775,750.0,2016-02-09,"Building (factory, office, reception…)",4487.0,AS00003886,Rent,,,,
776,776,2025.0,2016-02-09,"Building (factory, office, reception…)",4487.0,AS00003886,Rent,,,,
777,777,180000.0,2020-04-10,Machinery,4490.0,AS00001330,Own,equipment,180000.0,equity,180000.0
778,778,220000.0,2020-04-10,Machinery,4490.0,AS00001331,Own,equipment,220000.0,equity,220000.0
779,779,39000.0,2020-04-10,Machinery,4490.0,AS00001332,Own,equipment,39000.0,equity,39000.0
780,780,120000.0,2020-06-11,Machinery,4490.0,AS00001333,Own,equipment,120000.0,equity,120000.0
781,781,18000.0,2020-10-18,Machinery,4490.0,AS00001334,Own,equipment,18000.0,equity,18000.0
782,782,3500.0,2019-12-25,"Furniture (office : desks, chairs, tables, cupboards..…)",4490.0,AS00003888,Own,equipment,3500.0,equity,3500.0
783,783,1155.0,2020-12-03,Machinery,4490.0,AS00006614,Rent,,,,
784,784,8800.0,2020-03-01,"Electrical appliances (fan, vacuum cleaner...)",4491.0,AS00001029,Own,equipment,8800.0,equity,8800.0
785,785,3600.0,2020-03-18,Other (specify),4491.0,AS00001030,Own,equipment,3600.0,equity,3600.0
786,786,480.0,2021-02-15,Other (specify),4491.0,AS00001718,Own,equipment,480.0,equity,480.0
787,787,1200.0,2020-02-13,"Furniture (office : desks, chairs, tables, cupboards..…)",4491.0,AS00002826,Own,equipment,1200.0,equity,1200.0
788,788,210.0,2021-02-09,"Furniture (office : desks, chairs, tables, cupboards..…)",4491.0,AS00002827,Own,equipment,210.0,equity,210.0
789,789,180000.0,2019-10-18,Machinery,4493.0,AS00001530,Own,equipment,180000.0,equity,180000.0
790,790,5000.0,2019-06-11,Machinery,4493.0,AS00001531,Own,equipment,5000.0,equity,5000.0
791,791,1100.0,2019-06-04,"Building (factory, office, reception…)",4493.0,AS00002506,Rent,,,,
792,792,580.0,2020-06-15,Tools & implements,4493.0,AS00003889,Own,equipment,580.0,equity,580.0
793,793,580.0,2020-06-15,Other (specify),4493.0,AS00003889,Own,equipment,580.0,equity,580.0
794,794,22000.0,2021-03-29,Tools & implements,4493.0,AS00002828,Own,equipment,22000.0,equity,22000.0
795,795,22000.0,2021-03-29,"Inventory (stock, raw material)",4493.0,AS00002828,Own,,,,
796,796,280000.0,2020-03-30,Machinery,4494.0,AS00000966,Own,equipment,280000.0,equity,280000.0
797,797,500000.0,2020-03-30,Machinery,4494.0,AS00000967,Own,equipment,500000.0,equity,500000.0
798,798,15000.0,2018-05-17,"Building (factory, office, reception…)",4494.0,AS00005424,Rent,,,,
799,799,4800.0,2018-09-07,"Furniture (office : desks, chairs, tables, cupboards..…)",4495.0,AS00001540,Own,equipment,4800.0,equity,4800.0
800,800,8000.0,2018-09-07,"Furniture (office : desks, chairs, tables, cupboards..…)",4495.0,AS00001544,Own,equipment,8000.0,equity,8000.0
801,801,3000000.0,2018-09-07,Machinery,4495.0,AS00001537,Own,equipment,3000000.0,equity,3000000.0
802,802,350000.0,2018-09-07,Machinery,4495.0,AS00001538,Own,equipment,350000.0,equity,350000.0
803,803,44000.0,2018-09-07,"Computers (laptop, desktop, display, keyboard, mouse)",4495.0,AS00001539,Own,equipment,44000.0,equity,44000.0
804,804,15000.0,2018-09-07,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4495.0,AS00001541,Own,equipment,15000.0,equity,15000.0
805,805,35000.0,2018-09-07,Other (specify),4495.0,AS00001542,Own,equipment,35000.0,equity,35000.0
806,806,16000.0,2018-09-07,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4495.0,AS00001543,Own,equipment,16000.0,equity,16000.0
807,807,27000.0,2018-09-07,"Building (factory, office, reception…)",4495.0,AS00001545,Rent,,,,
808,808,27000.0,2018-09-07,"Building (factory, office, reception…)",4495.0,AS00001545,Rent,,,,
809,809,3000000.0,2021-04-07,Machinery,4496.0,AS00001069,Own,equipment,3000000.0,equity,3000000.0
810,810,3800.0,2017-09-20,"Computers (laptop, desktop, display, keyboard, mouse)",4496.0,AS00001071,Own,equipment,3800.0,equity,3800.0
811,811,800000.0,2016-03-16,Machinery,4496.0,AS00001070,Own,equipment,800000.0,equity,800000.0
812,812,30000.0,2016-02-10,"Building (factory, office, reception…)",4496.0,AS00001072,Rent,,,,
813,813,30000.0,2016-02-10,"Building (factory, office, reception…)",4496.0,AS00001072,Rent,,,,
814,814,30000.0,2016-02-10,Land,4496.0,AS00001072,Rent,,,,
815,815,6000.0,2020-02-18,Machinery,4499.0,AS00001006,Own,equipment,6000.0,equity,6000.0
816,816,6000.0,2020-02-18,Machinery,4499.0,AS00001006,Own,equipment,6000.0,equity,6000.0
817,817,6000.0,2020-02-18,Machinery,4499.0,AS00001006,Own,equipment,6000.0,equity,6000.0
818,818,6000.0,2020-02-18,Machinery,4499.0,AS00001006,Own,equipment,6000.0,equity,6000.0
819,819,6000.0,2020-02-18,Machinery,4499.0,AS00001006,Own,equipment,6000.0,equity,6000.0
820,820,6000.0,2012-06-10,Machinery,4499.0,AS00001006,Own,equipment,6000.0,equity,6000.0
821,821,8000.0,2020-02-18,Machinery,4499.0,AS00001005,Own,equipment,8000.0,equity,8000.0
